galaxy,source_file,beta_mode,beta_raw,beta_formula,beta,beta_clipped,beta_hit_lower,beta_hit_upper,beta_saturation_ratio,beta_z,beta_numerator,beta_denominator,beta_g_choice,beta_sigma_choice,gbar_char_median,gbar_char_logmean,sigma_char_mean,sigma_char_median,sigma_char_rms,n_sigma_positive,use_dimension_proxy,d_eff_proxy,d_eff_ratio,d_eff_g_hat,d_eff_sigma_hat,d_eff_signed_delta,d_eff_response,formula_g0,formula_sigma0,formula_p,formula_q,formula_lambda_beta,formula_d_ref,formula_dim_sensitivity,formula_dim_g_power,formula_dim_sigma_power,formula_d_min,formula_d_max,formula_dim_response_lambda,formula_dim_transition,formula_dim_response_min,formula_dim_response_max,use_cinfo_ceiling,c_info_kmps,cinfo_quantile,cinfo_margin,sigma_soft_power,sigma_floor_fraction,sigma_weight_mode,sigma_weight_value,sigma_weight_u,sigma_weight_v,sigma_weight_lambda,sigma_weight_g_choice,sigma_weight_sigma_choice,structural_mode,sigma_proxy_mode,sigma_damping_mode,sigma_positive_only,D_bg,upsilon_disk,upsilon_bul,rmse_kmps,mae_kmps,mean_absolute_fractional_error,median_absolute_fractional_error,chi_square,reduced_chi_square,n_points_total,n_points_valid,detail_table,plot_path,status,error
UGC06446,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06446_normalized.csv,formula,,9344.461687862613,16314.372180798857,16314.372180798857,False,False,,9344.461687862613,,,gbar_char_logmean,sigma_char_rms,274.23346080305924,308.1731727433607,1.3642428757201956,1.3945038763354638,1.3747363395088137,17,True,1.9384476924674892,4.7467779644526145,0.5492685401962479,2.607255803170605,1.0615523075325108,1.7458867857513247,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,80.49615365678899,80.29917329451605,1.1784856789147509,1.0002456136570195,5576.616816397539,348.5385510248462,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06446_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06446_rotation_curve.png,ok,
UGC06614,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06614_normalized.csv,formula,,21338.21529540675,14793.212353204326,14793.212353204326,False,False,,21338.21529540675,,,gbar_char_logmean,sigma_char_rms,2271.783236040609,1482.1753118404506,0.5062556381526166,0.4240220546775015,0.6167005751590225,6,True,3.6472080093023513,0.4427403588355521,2.6417363412989108,1.1696032956955982,-0.6472080093023513,0.6932731790548905,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,22.506046503339036,19.888840387267603,0.1036463910162655,0.09326260551908638,41.11543465559339,3.426286221299449,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06614_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06614_rotation_curve.png,ok,
UGC06628,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06628_normalized.csv,formula,,3749.920857729063,3084.1842663948764,3084.1842663948764,False,False,,3749.920857729063,,,gbar_char_logmean,sigma_char_rms,522.4674487471526,532.8048115084978,0.2878198739259545,0.2890630178308019,0.33975399128716394,1,True,3.3244427700750983,0.6785326710428358,0.9496378884041411,0.6443603329423403,-0.32444277007509825,0.8224664955362941,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,4.585632303021564,4.0348622486147985,0.1123171347354891,0.0955377022075,2.1522141235362735,0.35870235392271227,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06628_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06628_rotation_curve.png,ok,
UGC06667,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06667_normalized.csv,formula,,5935.542973720418,10711.15583923371,10711.15583923371,False,False,,5935.542973720418,,,gbar_char_logmean,sigma_char_rms,154.1405714285714,124.05541688680894,2.2103737532195327,2.175107761687946,2.2379451581619527,9,True,1.6018176932746946,19.195880672303726,0.22110859660584303,4.244374236066304,1.3981823067253054,1.8045789385499003,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,92.65537672209554,87.76797707838661,1.701138978541799,1.0030891380052955,6851.3512011033445,856.4189001379181,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06667_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06667_rotation_curve.png,ok,
UGC06786,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06786_normalized.csv,formula,,83096.43130248282,48626.060097024005,48626.060097024005,False,False,,83096.43130248282,,,gbar_char_logmean,sigma_char_rms,7267.390083333333,5301.8250205954455,0.42794063954898387,0.1439209543306118,0.6115013736215434,39,True,4.245282058228085,0.12272876977936344,9.449640484649038,1.1597427515382441,-1.245282058228085,0.5851762745384124,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,24.99310908960625,14.45314708040063,0.06825817264552823,0.019345159978506,3997.4742178204438,90.85168676864645,45,45,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06786_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06786_rotation_curve.png,ok,
UGC06787,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06787_normalized.csv,formula,,145318.49587895244,84011.1147582853,84011.1147582853,False,False,,145318.49587895244,,,gbar_char_logmean,sigma_char_rms,7986.838723076924,8462.316507365202,0.49143880551368435,0.40849331094333313,0.6447487470173836,37,True,4.335551520441208,0.0810728754044832,15.082702343301992,1.2227980478414293,-1.335551520441208,0.5781171505399076,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,51.574445156821625,33.338460316570995,0.14463690359707898,0.04277670581302669,28499.054313666144,407.12934733808777,71,71,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06787_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06787_rotation_curve.png,ok,
UGC06818,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06818_normalized.csv,formula,,7940.7863040405755,11448.73362719369,11448.73362719369,False,False,,7940.7863040405755,,,gbar_char_logmean,sigma_char_rms,466.52635174893754,474.2857438586534,0.6793182614792403,0.7276184112197663,0.7676114313152231,5,True,2.5520326470191366,1.7221687215718018,0.845337171454833,1.4558132358614928,0.44796735298086343,1.441763219514941,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,37.52885519054116,35.92280280995687,0.749282214301431,0.6700708712194012,413.89445322334,59.12777903190572,8,8,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06818_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06818_rotation_curve.png,ok,
UGC06917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06917_normalized.csv,formula,,13202.372621323459,13010.551849900417,13010.551849900417,False,False,,13202.372621323459,,,gbar_char_logmean,sigma_char_rms,748.2353682487725,800.3939649736453,0.6908789753113669,0.7646597317983596,0.7302861417212442,11,True,3.0251210417173877,0.9708756038761113,1.4265720173153278,1.385023968783781,-0.025121041717387715,0.98547073492584,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,20.25417769488014,19.832963101486893,0.2117102533849768,0.19996904218201667,275.76462337223046,27.576462337223045,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06917_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06917_rotation_curve.png,ok,
UGC06923,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06923_normalized.csv,formula,,12830.881447808904,8610.390450963294,8610.390450963294,False,False,,12830.881447808904,,,gbar_char_logmean,sigma_char_rms,1134.680917912405,1238.3223750453294,0.43476447582697925,0.4863740774588554,0.4596417812470721,4,True,3.7239454378697285,0.39496636507557203,2.207108156685428,0.8717334859746896,-0.7239454378697285,0.6710677271851551,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,19.16893677023454,15.47851874349147,0.285386732166705,0.1438287940226064,55.24056504130646,11.048113008261293,6,6,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06923_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06923_rotation_curve.png,ok,
UGC06930,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06930_normalized.csv,formula,,9428.909415675567,11961.201016256551,11961.201016256551,False,False,,9428.909415675567,,,gbar_char_logmean,sigma_char_rms,580.5852936196032,579.6618449525785,0.6994013570994027,0.7122590142603926,0.7370181666309149,10,True,2.7455471637889133,1.3529377426959508,1.0331529268114272,1.3977915886599672,0.2544528362110867,1.2685667545359007,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,15.915607370784075,15.11923305287777,0.15610257134069128,0.14296863547365013,63.02995261107807,7.003328067897564,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06930_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06930_rotation_curve.png,ok,
UGC06973,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06973_normalized.csv,formula,,246147.7019793804,141837.67128084926,141837.67128084926,False,False,,246147.7019793804,,,gbar_char_logmean,sigma_char_rms,9035.44296992481,11789.680600410595,0.5865152432045055,0.49652836447645204,0.7560034696305445,1,True,4.36341194316792,0.06823325406551346,21.013187472228033,1.4337981595188,-1.36341194316792,0.5762299226857333,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,142.06976162606117,125.19029447038469,0.7278672825587581,1.0,8818.475701278712,1102.309462659839,9,9,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06973_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06973_rotation_curve.png,ok,
UGC06983,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC06983_normalized.csv,formula,,11572.931065032028,18250.3322672794,18250.3322672794,False,False,,11572.931065032028,,,gbar_char_logmean,sigma_char_rms,442.7627637614679,494.99017992570657,1.0032471902529763,1.1034588570131199,1.0445354315451694,16,True,2.356859466481931,2.2454372732142764,0.882239460102805,1.981013367615278,0.6431405335180691,1.5769844445391492,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,46.562277949287115,45.21003927371071,0.43728903361952803,0.44492054890928895,1355.8732500386109,84.74207812741318,17,17,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC06983_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC06983_rotation_curve.png,ok,
UGC07089,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07089_normalized.csv,formula,,4831.6977031756,4997.461440880402,4997.461440880402,False,False,,4831.6977031756,,,gbar_char_logmean,sigma_char_rms,463.2386382229107,484.8245974981575,0.39627564681404337,0.40376044304074854,0.4727819750504894,11,True,2.9685904018056997,1.0376493045450277,0.8641209633805922,0.8966545166946508,0.03140959819430034,1.034307555622914,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,4.7997459364792245,4.263817393869373,0.09888212429202188,0.05572757132737756,12.563799743526452,1.1421636130478594,12,12,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07089_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07089_rotation_curve.png,ok,
UGC07125,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07125_normalized.csv,formula,,2554.8292581131923,4141.105918305406,4141.105918305406,False,False,,2554.8292581131923,,,gbar_char_logmean,sigma_char_rms,195.46571428571426,230.83766476417622,0.5116638922968262,0.6060570960012861,0.5485536446330861,12,True,2.276885252035058,2.528638622246174,0.4114305798218173,1.0403592545105846,0.7231147479649418,1.6208934139746467,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,9.13559423262658,7.0894092492990435,0.16386633951223237,0.10754096207862164,139.2808608340503,11.606738402837523,13,13,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07125_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07125_rotation_curve.png,ok,
UGC07151,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07151_normalized.csv,formula,,10361.96908285131,8054.673823685119,8054.673823685119,False,False,,10361.96908285131,,,gbar_char_logmean,sigma_char_rms,897.0361666666668,909.1989800239639,0.4758014769780132,0.5160422584056955,0.5130485860155812,10,True,3.421885980501104,0.6004459080199791,1.620499253909957,0.9730221459596627,-0.42188598050110393,0.7773304242931314,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,15.086784898510183,14.769795636352734,0.246231256335619,0.23253316673700852,419.29897012524253,41.92989701252425,11,11,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07151_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07151_rotation_curve.png,ok,
UGC07232,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07232_normalized.csv,formula,,14792.134120253833,10384.298344613218,10384.298344613218,False,False,,14792.134120253833,,,gbar_char_logmean,sigma_char_rms,1218.6287596006146,1225.2857735396542,0.3745530562858904,0.2714902747585968,0.5303284058916298,4,True,3.6196573554598874,0.4605553515208228,2.183872535575392,1.0057941832985953,-0.6196573554598874,0.7020148857624761,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,36.34715252830995,28.72570770385201,0.8443402995479345,0.9768381533781969,485.25821741642915,161.75273913880972,4,4,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07232_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07232_rotation_curve.png,ok,
UGC07261,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07261_normalized.csv,formula,,11420.783091052264,14538.09344909185,14538.09344909185,False,False,,11420.783091052264,,,gbar_char_logmean,sigma_char_rms,682.9812073490813,632.0580493809181,0.7733230727847824,0.857836972518048,0.8079980091904928,7,True,2.7410827317786994,1.3602779509248737,1.1265406362670625,1.5324083883349633,0.25891726822130057,1.2729506666212649,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,50.14673763678054,47.81904765387632,0.7529753042809609,0.6547087721214626,549.4783013049455,91.57971688415758,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07261_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07261_rotation_curve.png,ok,
UGC07323,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07323_normalized.csv,formula,,5851.490713560583,3775.838066154465,3775.838066154465,False,False,,5851.490713560583,,,gbar_char_logmean,sigma_char_rms,938.6746986175115,935.5176888288884,0.24251069225855898,0.23948284162768935,0.29284977670313006,8,True,3.829771545584217,0.3330943206871462,1.6674080702629288,0.5554041584724956,-0.829771545584217,0.6452779729110942,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,4.096155828944559,2.944599495640624,0.06623525442732023,0.028283416416705294,11.202914204539315,1.2447682449488129,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07323_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07323_rotation_curve.png,ok,
UGC07399,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07399_normalized.csv,formula,,20932.62384409213,35013.261137233756,35013.261137233756,False,False,,20932.62384409213,,,gbar_char_logmean,sigma_char_rms,503.45770818580934,561.0610296982485,1.5636402249014263,1.6435594500979203,1.6003027900642088,10,True,2.1638208617974097,3.0350537890893285,1.0,3.0350537890893285,0.8361791382025903,1.6726647073971876,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,147.77792479557425,147.36121248642493,1.7238166007207123,1.6061440731913992,22308.672213171387,2478.741357019043,10,10,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07399_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07399_rotation_curve.png,ok,
UGC07524,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07524_normalized.csv,formula,,6525.94524694419,11147.731372926295,11147.731372926295,False,False,,6525.94524694419,,,gbar_char_logmean,sigma_char_rms,283.75669691470057,299.001174426733,0.9932954656259646,1.01169400310087,1.0142500947103805,30,True,2.0678330706588515,3.609495436706946,0.5329209454941874,1.9235757208868207,0.9321669293411485,1.7082171166156015,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,49.69013095094773,48.01232394112675,0.9141790536058013,0.7051984145789714,6885.354022428842,229.51180074762806,31,31,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07524_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07524_rotation_curve.png,ok,
UGC07559,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\UGC07559_normalized.csv,formula,,2843.475122084055,4461.393343286219,4461.393343286219,False,False,,2843.475122084055,,,gbar_char_logmean,sigma_char_rms,269.80758620689653,259.9692146886231,0.45756605795574473,0.5514411713220772,0.5381417291569756,5,True,2.3702627585627,2.2026682000922637,0.4633528278170389,1.0206125392554177,0.6297372414372999,1.5689932746857833,561.0610296982485,0.5272732878135848,1.0737936939240835,1.0737936939240835,6354.427628566553,3.0,0.85,1.0,1.0,1.5,4.5,0.45,0.35,0.55,1.85,True,299792.458,0.15,0.98,1.0,0.15,formula,,0.5368968469620418,0.5368968469620418,79.71466382395747,gbar_char_logmean,sigma_char_rms,sigma_over_r,log_ratio,bar_soft,False,0.0,1.0,1.0,23.7773813827751,21.306632601383864,0.8636468002464734,0.992227848001285,379.3333644483874,63.22222740806456,7,7,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\tables\UGC07559_rotation_table.csv,C:\Users\mincu\Desktop\topological_gravity_project\outputs\galaxy_rotation\pipeline_beta_formula\2026-03-23_130752_formula\figures\UGC07559_rotation_curve.png,ok,
